event-id,visible,timestamp,location-long,location-lat,argos:lc,lat-upper,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone
16029334218,true,2016-10-27 16:08:00.000,-20.524,74.468,"2",74.468,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",514227.4241624342,8264307.932650387,"27N"
16029334219,true,2016-10-28 15:36:00.000,-20.629,74.498,"A",74.498,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511068.1819237457,8267632.57929989,"27N"
16029334221,true,2016-10-28 15:54:00.000,-20.634,74.493,"3",74.493,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510922.4505643488,8267073.821091494,"27N"
16029334227,true,2016-10-29 15:10:00.000,-20.619,74.472,"2",74.472,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511385.0983275144,8264733.737455212,"27N"
16029334228,true,2016-10-29 15:15:00.000,-20.62,74.473,"3",74.473,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511354.50361503306,8264845.112614094,"27N"
16029334231,true,2016-10-29 15:48:00.000,-20.644,74.473,"3",74.473,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510637.3852430004,8264840.674732438,"27N"
16029334232,true,2016-10-29 16:28:00.000,-20.622,74.474,"A",74.474,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511294.03462272004,8264956.298130992,"27N"
16029334235,true,2016-10-30 14:55:00.000,-20.661,74.467,"3",74.467,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510133.24148616166,8264168.305746433,"27N"
16029334238,true,2016-10-30 16:15:00.000,-20.599,74.48,"2",74.48,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511976.71431408665,8265630.196328996,"27N"
16029334244,true,2016-11-01 14:14:00.000,-20.57,74.515,"A",74.515,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",512814.6076278055,8269541.059350985,"27N"
16029334245,true,2016-11-01 15:35:00.000,-20.55,74.516,"A",74.516,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",513409.78116593993,8269657.036330771,"27N"
